"","accession","isolate","host","db_xref","country","collection_date","note","length","definition","version"
"559","LN713631","sadERAtueb_2_var01","cell culture",11292,NA,NA,NA,11918,"Rabies virus complete genome, isolate sadERAtueb_2_var01.","LN713631.1"
"560","LN713630","sadERAtueb_1_var01","cell culture",11292,NA,NA,NA,11914,"Rabies virus complete genome, isolate sadERAtueb_1_var01.","LN713630.1"
"561","LN713614","sadBernO_2_var03","cell culture",11292,NA,NA,NA,11918,"Rabies virus complete genome, isolate sadBernO_2_var03.","LN713614.1"
"562","LN713613","sadBernO_2_var02","cell culture",11292,NA,NA,NA,11918,"Rabies virus complete genome, isolate sadBernO_2_var02.","LN713613.1"
"563","LN713612","sadBernO_2_var01","cell culture",11292,NA,NA,NA,11918,"Rabies virus complete genome, isolate sadBernO_2_var01.","LN713612.1"
"564","LN713575","sadBatch793_2_var04","cell culture",11292,NA,NA,NA,11899,"Rabies virus complete genome, isolate sadBatch793_2_var04.","LN713575.1"
"565","LN713574","sadBatch793_2_var03","cell culture",11292,NA,NA,NA,11899,"Rabies virus complete genome, isolate sadBatch793_2_var03.","LN713574.1"
"566","LN713573","sadBatch793_2_var02","cell culture",11292,NA,NA,NA,11898,"Rabies virus complete genome, isolate sadBatch793_2_var02.","LN713573.1"
"567","LN713572","sadBatch793_2_var01","cell culture",11292,NA,NA,NA,11898,"Rabies virus complete genome, isolate sadBatch793_2_var01.","LN713572.1"
"568","LN713566","sadBatch744_4_var06","cell culture",11292,NA,NA,NA,11913,"Rabies virus complete genome, isolate sadBatch744_4_var06.","LN713566.1"
"569","LN713565","sadBatch744_4_var05","cell culture",11292,NA,NA,NA,11913,"Rabies virus complete genome, isolate sadBatch744_4_var05.","LN713565.1"
"570","LN713564","sadBatch744_4_var04","cell culture",11292,NA,NA,NA,11913,"Rabies virus complete genome, isolate sadBatch744_4_var04.","LN713564.1"
"571","LN713563","sadBatch744_4_var03","cell culture",11292,NA,NA,NA,11913,"Rabies virus complete genome, isolate sadBatch744_4_var03.","LN713563.1"
"572","LN713562","sadBatch744_4_var02","cell culture",11292,NA,NA,NA,11913,"Rabies virus complete genome, isolate sadBatch744_4_var02.","LN713562.1"
"573","LN713561","sadBatch744_4_var01","cell culture",11292,NA,NA,NA,11913,"Rabies virus complete genome, isolate sadBatch744_4_var01.","LN713561.1"
"574","LN713551","sadB19p1_5_var01","cell culture",11292,NA,NA,NA,11891,"Rabies virus complete genome, isolate sadB19p1_5_var01.","LN713551.1"
"575","LN713550","sadB19p1_4_var01","cell culture",11292,NA,NA,NA,11872,"Rabies virus complete genome, isolate sadB19p1_4_var01.","LN713550.1"
"576","LN713549","sadB19p1_3_var01","cell culture",11292,NA,NA,NA,11858,"Rabies virus complete genome, isolate sadB19p1_3_var01.","LN713549.1"
"577","LN713548","sadB19p1_2_var01","cell culture",11292,NA,NA,NA,11841,"Rabies virus complete genome, isolate sadB19p1_2_var01.","LN713548.1"
"578","LN713547","sadB19p1_1_var01","cell culture",11292,NA,NA,NA,11870,"Rabies virus complete genome, isolate sadB19p1_1_var01.","LN713547.1"
"579","LN713546","sadB19Behr_5_var01","cell culture",11292,NA,NA,NA,11917,"Rabies virus complete genome, isolate sadB19Behr_5_var01.","LN713546.1"
"580","LN713544","sadB19Behr_3_var01","cell culture",11292,NA,NA,NA,11906,"Rabies virus complete genome, isolate sadB19Behr_3_var01.","LN713544.1"
"581","KP997032","PO-01_2014_Primorye","Ursus arctos",11292,"Russia: Primorsky Krai","2014",NA,11873,"Rabies virus isolate PO-01_2014_Primorye, complete genome.","KP997032.1"
"582","KC252633","CNM1103C","bovine",11292,"China","2011","genotype: 1",11917,"Rabies virus isolate CNM1103C, complete genome.","KC252633.1"
"583","AB810256","BRmk1358","Cebus apella",11292,"Brazil:Mato Grosso",NA,NA,11856,"Rabies virus gene for nucleoprotein, phosphoprotein, matrix protein, glycoprotein complete cds, isolate: BRmk1358.","AB810256.2"
"584","AB839170",NA,"mouse neuroblastoma cells of A/J mouse origin",11292,NA,NA,"derived from HEP-Flury and CVS strain",11634,"Rabies virus genomic RNA, complete genome, strain: rHEP5.0-CVSG.","AB839170.1"
"585","KC595283","Rus(Lipetsk)8057f_2011","Vulpes vulpes (red fox)",11292,"Russia: Lipetsk region","2011",NA,11798,"Rabies virus isolate Rus(Lipetsk)8057f_2011, complete genome.","KC595283.1"
"586","KC595282","Rus(Lipetsk)8054f_2011","Vulpes vulpes (red fox)",11292,"Russia: Lipetsk region","2011",NA,11798,"Rabies virus isolate Rus(Lipetsk)8054f_2011, complete genome.","KC595282.1"
"587","KC595281","Rus(Lipetsk)8053c_2011","cat",11292,"Russia: Lipetsk region","2011",NA,11799,"Rabies virus isolate Rus(Lipetsk)8053c_2011, complete genome.","KC595281.1"
"588","KC595280","Rus(Lipetsk)8052f_2011","Vulpes vulpes (red fox)",11292,"Russia: Lipetsk region","2011",NA,11796,"Rabies virus isolate Rus(Lipetsk)8052f_2011, complete genome.","KC595280.1"
"589","KC660078",NA,"Canis sp.",11292,"China: Fengtai","13-May-2012",NA,11815,"Rabies virus strain Fengtai, partial genome.","KC660078.1"
"590","GU345747","J","Homo sapiens",11292,"China: Ningxia","1986","genotype: 1",11908,"Rabies virus isolate J, complete genome.","GU345747.1"
"591","GU345746","CQ92","dog",11292,"China: Chongqing","1992","genotype: 1",11908,"Rabies virus isolate CQ92, complete genome.","GU345746.1"
"592","JQ944708","1564NNO","red fox",11292,"Russia","2008",NA,11914,"Rabies virus isolate 1564NNO, complete genome.","JQ944708.1"
"593","JQ685977","OR58","gray fox",11292,"USA","2010","virus originally associated with Eptesicus fuscus (EF-W2)
",11821,"Rabies virus isolate OR58 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685977.1"
"594","JQ685976","2526","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11802,"Rabies virus isolate 2526 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685976.1"
"595","JQ685972","2395","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11821,"Rabies virus isolate 2395 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685972.1"
"596","JQ685951","AZ10-144","Eptesicus fuscus",11292,"USA","2010","virus originally associated with Eptesicus fuscus (EF-W1)
",11821,"Rabies virus isolate AZ10-144 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685951.1"
"597","JQ685949","SM5075","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11813,"Rabies virus isolate SM5075 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685949.1"
"598","JQ685939","2399","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11834,"Rabies virus isolate 2399 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685939.1"
"599","JQ685937","2396","Bassariscus astutus",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11802,"Rabies virus isolate 2396 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685937.1"
"600","JQ685936","3634DR","bovine",11292,"Mexico","2009","virus originally associated with Desmodus rotundus
",11883,"Rabies virus isolate 3634DR nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685936.1"
"601","JQ685935","SM5074","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11828,"Rabies virus isolate SM5074 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685935.1"
"602","JQ685930","SM5103","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11808,"Rabies virus isolate SM5103 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685930.1"
"603","JQ685928","2403","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11821,"Rabies virus isolate 2403 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685928.1"
"604","JQ685927","SM5080","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11813,"Rabies virus isolate SM5080 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685927.1"
"605","JQ685926","AZ2408","Eptesicus fuscus",11292,"USA","2005","virus originally associated with Eptesicus fuscus (EF-W1)
",11824,"Rabies virus isolate AZ2408 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685926.1"
"606","JQ685924","OR704","gray fox",11292,"USA","2010","virus originally associated with Eptesicus fuscus (EF-W2)
",11817,"Rabies virus isolate OR704 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685924.1"
"607","JQ685914","OR703","gray fox",11292,"USA","2010","virus originally associated with Eptesicus fuscus (EF-W2)
",11817,"Rabies virus isolate OR703 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685914.1"
"608","JQ685912","2400","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11830,"Rabies virus isolate 2400 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685912.1"
"609","JQ685908","1060","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11821,"Rabies virus isolate 1060 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685908.1"
"610","JQ685906","SM5102","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11828,"Rabies virus isolate SM5102 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685906.1"
"611","JQ685896","2402","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11821,"Rabies virus isolate 2402 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685896.1"
"612","JQ685892","2398","gray fox",11292,"USA","2009","virus originally associated with Eptesicus fuscus
",11828,"Rabies virus isolate 2398 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","JQ685892.1"
"613","JQ685953","3645DR","Homo sapiens",11292,"Mexico","2009","virus originally associated with Desmodus rotundus
",11899,"Rabies virus isolate 3645DR, complete genome.","JQ685953.1"
"614","JQ685921","FL1078","Myotis austroriparius",11292,"USA","2001","virus originally associated with Myotis spp.
",11910,"Rabies virus isolate FL1078, complete genome.","JQ685921.1"
"615","EU877071",NA,NA,11292,NA,NA,"10th mouse passage; original strain found in GenBank Accession Number EF206709",11886,"Rabies virus strain SAD B19-10th, complete genome.","EU877071.1"
"616","EU877070",NA,NA,11292,NA,NA,"5th mouse brain passage; original strain found in GenBank Accession Number EF206709",11886,"Rabies virus strain SAD B19-5th, complete genome.","EU877070.1"
"617","EU877069",NA,NA,11292,NA,NA,"1st mouse brain passage; original strain found in GenBank Accession Number EF206709",11886,"Rabies virus strain SAD B19-1st, complete genome.","EU877069.1"
"618","EU886636",NA,"red fox",11292,"Austria","2006",NA,11907,"Rabies virus collection-date 2006 from Austria nucleoprotein (N), phosphoprotein (NS), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.","EU886636.1"
"619","EU886635",NA,"red fox",11292,"Germany","2005",NA,11907,"Rabies virus collection-date 2005 from Germany nucleoprotein (N), phosphoprotein (NS), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.","EU886635.1"
"620","EU886634",NA,"red fox",11292,"Germany","2004",NA,11907,"Rabies virus collection-date 2004 from Germany nucleoprotein (N), phosphoprotein (NS), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.","EU886634.1"
"621","EU886633",NA,"red fox",11292,"Austria","2004",NA,11907,"Rabies virus collection-date 2004 from Austria nucleoprotein (N), phosphoprotein (NS), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.","EU886633.1"
"622","EU886632",NA,"red fox",11292,"Germany","2002",NA,11907,"Rabies virus collection-date 2002 from Germany nucleoprotein (N), phosphoprotein (NS), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.","EU886632.1"
"623","EU886631",NA,"red fox",11292,"Germany","2001",NA,11907,"Rabies virus collection-date 2001 from Germany nucleoprotein (N), phosphoprotein (NS), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.","EU886631.1"
"624","DQ099525",NA,NA,11292,NA,NA,NA,11723,"Rabies virus strain PM1503 nucleoprotein (NP), phosphoprotein (PP), matrix protein (MP), glycoprotein (GP), and large protein (LP) genes, complete cds.","DQ099525.1"
"625","DQ099524",NA,NA,11292,NA,NA,NA,11711,"Rabies virus strain FluryLEP nucleoprotein (NP), phosphoprotein (PP), matrix protein (MP), glycoprotein (GP), and large protein (LP) genes, complete cds.","DQ099524.1"
"626","EU877068",NA,NA,11292,NA,NA,"1st fox brain passage; original strain found in GenBank Accession Number EF206709",11886,"Rabies virus strain SAD B19-1st, complete genome.","EU877068.1"
"627","EU877067",NA,NA,11292,NA,NA,"4th fox brain passage; original strain found in GenBank Accession Number EF206709",11886,"Rabies virus strain SAD B19-4th, complete genome.","EU877067.1"
"628","DQ875051",NA,NA,11292,"China: Jilin province",NA,NA,11863,"Rabies virus strain DRV, complete genome.","DQ875051.1"
"629","DQ875050",NA,NA,11292,"China: Henan province",NA,NA,11869,"Rabies virus strain MRV, complete genome.","DQ875050.1"
"630","AB085828",NA,NA,11292,NA,NA,NA,11615,"Rabies virus genomic RNA, complete genome, strain:HEP-Flury.","AB085828.1"
"631","LC571945",NA,"Homo sapiens",11292,"Japan","2006",NA,11923,"Rabies lyssavirus Kyoto viral cRNA, complete genome.","LC571945.1"
"632","LC571946",NA,"Mus musculus",11292,NA,NA,"virus stock passaged twice in MNA cell line",11923,"Rabies lyssavirus Kyoto viral cRNA, complete genome, virus stock passaged twice in MNA cell line.","LC571946.1"
"633","MT454654","503/17","Canis mesomelas",11292,"South Africa","2017",NA,11923,"Rabies lyssavirus isolate 503/17, complete genome.","MT454654.1"
"634","MT454653","502/17","Canis mesomelas",11292,"South Africa","2017",NA,11923,"Rabies lyssavirus isolate 502/17, complete genome.","MT454653.1"
"635","MT454652","483/17","Canis mesomelas",11292,"South Africa","2017",NA,11923,"Rabies lyssavirus isolate 483/17, complete genome.","MT454652.1"
"636","MT454651","480/17","Canis mesomelas",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 480/17, complete genome.","MT454651.1"
"637","MT454650","477/17","Otocyon megalotis",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 477/17, complete genome.","MT454650.1"
"638","MT454649","474/17","Canis mesomelas",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 474/17, complete genome.","MT454649.1"
"639","MT454648","466/17","Canis mesomelas",11292,"South Africa","2017",NA,11923,"Rabies lyssavirus isolate 466/17, complete genome.","MT454648.1"
"640","MT454647","460/17","Canis mesomelas",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 460/17, complete genome.","MT454647.1"
"641","MT454646","454/17","Canis mesomelas",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 454/17, complete genome.","MT454646.1"
"642","MT454645","400/17","Canis lupus familiaris",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 400/17, complete genome.","MT454645.1"
"643","MT454644","368/17","Canis lupus familiaris",11292,"South Africa","2017",NA,11923,"Rabies lyssavirus isolate 368/17, complete genome.","MT454644.1"
"644","MT454643","269/17","Canis lupus familiaris",11292,"South Africa","2017",NA,11922,"Rabies lyssavirus isolate 269/17, complete genome.","MT454643.1"
"645","MT454642","725/16","Proteles cristata",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 725/16, complete genome.","MT454642.1"
"646","MT454641","690/16","Canis lupus familiaris",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 690/16, complete genome.","MT454641.1"
"647","MT454640","676/16","Otocyon megalotis",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 676/16, complete genome.","MT454640.1"
"648","MT454639","635/16","Canis lupus familiaris",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 635/16, complete genome.","MT454639.1"
"649","MT454638","631/16","Otocyon megalotis",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 631/16, complete genome.","MT454638.1"
"650","MT454637","583/16","Canis lupus familiaris",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 583/16, complete genome.","MT454637.1"
"651","MT454636","516/16","Canis lupus familiaris",11292,"South Africa","2016",NA,11923,"Rabies lyssavirus isolate 516/16, complete genome.","MT454636.1"
"652","MT454635","682/15","Canis lupus familiaris",11292,"South Africa","2015",NA,11923,"Rabies lyssavirus isolate 682/15, complete genome.","MT454635.1"
